bareme,annee_salaires,coefficient,arrete,lien
1994-07-01,1961,6.48469,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1962,6.355,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1963,6.18793,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1964,5.93925,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1965,5.56968,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1966,5.36287,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1967,5.20902,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1968,5.07588,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1969,4.88095,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1970,4.82903,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1971,4.55556,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1972,4.46278,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1973,4.27083,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1974,4.10265,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1975,3.74705,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1976,3.55624,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1977,3.33246,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1978,3.15541,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1979,2.91113,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1980,2.67241,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1981,2.44517,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1982,2.14334,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1983,1.95719,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1984,1.80181,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1985,1.67678,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1986,1.5781,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1987,1.45924,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1988,1.36081,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1989,1.26342,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1990,1.18541,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1991,1.10005,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1992,1.04197,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1994-07-01,1993,1.0,"Arrêté du ministre des affaires sociales du 17 novembre 1994, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1994/1994F/Jo09394.pdf
1995-01-01,1961,6.77449,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1962,6.639,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1963,6.46446,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1964,6.20467,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1965,5.81858,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1966,5.60253,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1967,5.4418,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1968,5.30272,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1969,5.09908,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1970,5.04483,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1971,4.75914,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1972,4.66222,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1973,4.46169,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1974,4.28599,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1975,3.9145,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1976,3.71517,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1977,3.48138,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1978,3.29643,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1979,3.04123,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1980,2.79184,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1981,2.55444,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1982,2.23912,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1983,2.04466,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1984,1.88234,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1985,1.75172,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1986,1.64862,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1987,1.52445,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1988,1.42163,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1989,1.31988,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1990,1.23839,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1991,1.14921,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1992,1.08854,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1993,1.04469,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1995-01-01,1994,1.0,"Arrêté du ministre des affaires sociales du 16 mars 1995, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1995/1995F/Jo02595.pdf
1996-01-01,1961,7.19796,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1962,7.054,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1963,6.86855,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1964,6.59252,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1965,6.1813,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1966,5.95274,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1967,5.78197,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1968,5.63419,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1969,5.41782,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1970,5.36018,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1971,5.05663,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1972,4.95365,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1973,4.74059,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1974,4.55391,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1975,4.1592,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1976,3.9474,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1977,3.699,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1978,3.50248,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1979,3.23133,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1980,2.96636,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1981,2.71412,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1982,2.37909,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1983,2.17247,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1984,2.0,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1985,1.86121,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1986,1.75168,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1987,1.61975,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1988,1.51049,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1989,1.40239,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1990,1.3158,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1991,1.22105,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1992,1.15658,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1993,1.10999,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1994,1.06251,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1996-01-01,1995,1.0,"Arrêté du ministre des affaires sociales du 13 mars 1996, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1996/1996F/Jo02496.pdf
1997-01-01,1961,7.46429,"Arrêté du ministre des affaires sociales du 29 mars 1997, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1997/1997F/Jo02797.pdf
1997-01-01,1962,7.315,"Arrêté du ministre des affaires sociales du 29 mars 1997, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1997/1997F/Jo02797.pdf
1997-01-01,1963,7.12269,"Arrêté du ministre des affaires sociales du 29 mars 1997, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1997/1997F/Jo02797.pdf
1997-01-01,1964,6.83645,"Arrêté du ministre des affaires sociales du 29 mars 1997, relatif à la fixation du barème d'actualisation des salaires pris en compte dans le calcul des pensions de vieillesse, d'invalidité et de survivants, article premier",https://www.pist.tn/jort/1997/1997F/Jo02797.pdf
