regime,annee_bareme,duree_annees,taux_bareme,plafond,taux,duree_minimale,duree_carriere_courte,texte,lien
cnrps,1959,0,0.0,,0.0,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,1,0.02,,0.02,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,2,0.04,,0.04,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,3,0.06,,0.06,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,4,0.08,,0.08,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,5,0.1,,0.1,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,6,0.12,,0.12,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,7,0.14,,0.14,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,8,0.16,,0.16,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,9,0.18,,0.18,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,10,0.2,,0.2,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,11,0.22,,0.22,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,12,0.24,,0.24,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,13,0.26,,0.26,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,14,0.28,,0.28,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,15,0.3,,0.3,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,16,0.32,,0.32,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,17,0.34,,0.34,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,18,0.36,,0.36,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,19,0.38,,0.38,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,20,0.4,,0.4,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,21,0.42,,0.42,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,22,0.44,,0.44,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,23,0.46,,0.46,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,24,0.48,,0.48,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,25,0.5,,0.5,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,26,0.52,,0.52,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,27,0.54,,0.54,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,28,0.56,,0.56,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,29,0.58,,0.58,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,30,0.6,,0.6,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,31,0.62,,0.62,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,32,0.64,,0.64,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,33,0.66,,0.66,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,34,0.68,,0.68,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,35,0.7,,0.7,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,36,0.72,,0.72,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,37,0.74,,0.74,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,38,0.76,,0.76,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,39,0.78,,0.78,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,40,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,41,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,42,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,43,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,44,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1959,45,0.8,,0.8,,,"Loi n° 59-18 du 5 février 1959, fixant le régime des pensions civiles et militaires de retraite",https://www.pist.tn/jort/1959/1959F/Jo00859.pdf
cnrps,1985,0,0.0,0.9,0.0,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,1,0.02,0.9,0.02,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,2,0.04,0.9,0.04,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,3,0.06,0.9,0.06,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,4,0.08,0.9,0.08,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,5,0.1,0.9,0.1,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,6,0.12,0.9,0.12,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,7,0.14,0.9,0.14,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,8,0.16,0.9,0.16,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,9,0.18,0.9,0.18,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,10,0.2,0.9,0.2,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,11,0.23,0.9,0.23,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,12,0.26,0.9,0.26,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,13,0.29,0.9,0.29,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,14,0.32,0.9,0.32,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,15,0.35,0.9,0.35,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,16,0.38,0.9,0.38,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,17,0.41,0.9,0.41,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,18,0.44,0.9,0.44,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,19,0.47,0.9,0.47,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,20,0.5,0.9,0.5,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,21,0.52,0.9,0.52,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,22,0.54,0.9,0.54,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,23,0.56,0.9,0.56,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,24,0.58,0.9,0.58,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,25,0.6,0.9,0.6,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,26,0.62,0.9,0.62,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,27,0.64,0.9,0.64,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,28,0.66,0.9,0.66,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,29,0.68,0.9,0.68,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,30,0.7,0.9,0.7,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,31,0.72,0.9,0.72,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,32,0.74,0.9,0.74,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,33,0.76,0.9,0.76,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
cnrps,1985,34,0.78,0.9,0.78,15.0,,"Loi n° 85-12 du 5 mars 1985, portant régime des pensions civiles et militaires de retraite et des survivants dans le secteur public, article 38",https://www.pist.tn/jort/1985/1985F/Jo02085.pdf
