annee,regime,indicateur,valeur,unite,denominateur,source,note
2006,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,726.11,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2007,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,763.05,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2008,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,770.66,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2009,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,808.44,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2010,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,837.07,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2011,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,885.16,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2012,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,954.14,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2013,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,999.53,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2014,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,1002.28,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2015,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,1073.08,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2016,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,1131.32,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2017,travailleurs tunisiens à l'étranger (RTTE),revenu d'assiette moyen mensuel,1185.34,dinars par mois,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,"dénominateur ÷ actifs ÷ 12 ; revenu forfaitaire, non revenu réel"
2000,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00174437,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2001,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00185661,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2002,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00314269,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2003,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00495182,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2004,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00813203,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2005,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.0071584,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2006,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00859262,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2007,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00783448,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2008,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.00840642,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2009,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.0105145,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2010,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.01362258,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2011,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.01835867,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2012,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.02316266,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2013,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.0271212,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2014,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.04187102,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2015,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.0536297,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2016,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.06437279,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2017,travailleurs tunisiens à l'étranger (RTTE),taux d'équilibre,0.07898017,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,numérateur ÷ dénominateur = remplacement apparent × ratio pensionnés / cotisants
2000,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.0017063,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2001,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00181489,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2002,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00308642,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2003,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00484893,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2004,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00799735,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2005,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00709286,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2006,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00845813,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2007,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00769152,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2008,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.00819907,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2009,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.01036383,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2010,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.01331718,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2011,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.01776693,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2012,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.02253643,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2013,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.0271212,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2014,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.04025107,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2015,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.05166789,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2016,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.06288449,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2017,travailleurs tunisiens à l'étranger (RTTE),"taux d'équilibre, SMIG et SMAG moyens de l'année",0.07898017,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,variante : SMIG (SMAG) moyen de l'année au prorata des jours de vigueur
2000,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.16331689,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2001,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.0979363,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2002,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.12361255,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2003,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.16220971,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2004,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.22920974,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2005,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.17856944,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2006,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.20305011,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2007,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.1771357,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2008,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.1730122,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2009,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.18620842,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2010,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.21475021,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2011,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.23740835,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2012,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.22888817,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2013,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.21961559,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2014,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.27160334,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2015,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.26972583,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2016,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.25527139,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2017,travailleurs tunisiens à l'étranger (RTTE),taux de remplacement apparent,0.22930577,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,calcul,pension moyenne ÷ revenu moyen
2000,travailleurs tunisiens à l'étranger (RTTE),taux légal de la branche pensions,0.0525,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","en vigueur depuis le 19 janvier 1989 (sans clause d'effet : un jour franc après la publication du 17 janvier 1989) ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
2001,travailleurs tunisiens à l'étranger (RTTE),taux légal de la branche pensions,0.0525,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","en vigueur depuis le 19 janvier 1989 (sans clause d'effet : un jour franc après la publication du 17 janvier 1989) ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
2002,travailleurs tunisiens à l'étranger (RTTE),taux légal de la branche pensions,0.0525,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","en vigueur depuis le 19 janvier 1989 (sans clause d'effet : un jour franc après la publication du 17 janvier 1989) ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
2003,travailleurs tunisiens à l'étranger (RTTE),taux légal de la branche pensions,0.0525,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","en vigueur depuis le 19 janvier 1989 (sans clause d'effet : un jour franc après la publication du 17 janvier 1989) ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
2004,travailleurs tunisiens à l'étranger (RTTE),taux légal de la branche pensions,0.0525,taux,Σ classes × coefficient × SMIG 48 h × 2 400 h,"décret n° 89-107 du 10 janvier 1989, art. 6, 7 et 19, JORT n° 4 du 17 janvier 1989, p. 98-99 (https://www.pist.tn/jort/1989/1989F/Jo00489.pdf)","en vigueur depuis le 19 janvier 1989 (sans clause d'effet : un jour franc après la publication du 17 janvier 1989) ; constant sur 2000-2017 d'après les textes ; publié par la caisse pour 2013 et 2017 seulement (annuaire 2013 p. 340, 2017 p. 346)"
